,rumor,text
rumor717,0,想要拥有一个健康的肠胃，合理使用抗生素，滥用抗生素。
rumor718!,1,选择中医治疗冠心病就不需支架介入
rumor719,0,每个人被蚊子叮咬后的炎症反应程度，主要与蚊子种类和个人敏感性有关。此外，蚊子包的大小和被叮咬部位也有关系
rumor720!,1,敞开了吃“代糖”食物，它们既满足嗜甜口味，又不影响血糖
rumor721,0,槟榔碱易灼伤口腔黏膜，长期嚼食容易导致口腔病变，增加患口腔癌的风险。
rumor722!,1,水果营养丰富又不含脂肪，可以尽情享受
rumor723,0,体感温度本身虽然并不高深，但由于其所受的影响因素太多，不同的地点、季节、场所大小、形状、通风条件、墙壁厚度、外界日照条件等，再加上个人的身体素质不一样，体感的温度都会有明显的差别
rumor724,0,热米饭用的都是真大米，只不过为了让人们可以更快入口，选用的是重组米
rumor725,0,只要有头皮，就会有头皮代谢产物。所以，光头出现头皮屑的风险一点不少。而且，没有头发的保护作用，过度的日晒、气候变化等环境刺激，就会直接作用在头皮上
rumor726,0,吸烟可能会导致阳痿，导致不孕不育，因为我们全身的动脉，它的衰老都是同步的，吸烟就会加速你全身动脉硬化的进展。
rumor727,0,最健康的饮酒量为零。
rumor728,0,黄斑变性的病理机制主要为眼部黄斑区结构的衰老性改变，通常是高龄退化的自然结果，随着年龄增加，视网膜组织退化、变薄，引起黄斑功能下降。诱发黄斑变性的原因有很多种，包括遗传、年龄、眼部炎症、高血糖、高血脂、高血压、吸烟、长期从事户外工作、眼睛暴露在强光下等，这些因素与在黑暗中玩手机，以及长时间看手机并无直接关系。
rumor729,0,脑出血原因是脑血管很薄相对于身体其他部位同等直径的血管脑血管的平滑肌的数量是最少的甚至有的是没有平滑肌的脑子的血管根心脏的血管一个很大的不同心脏的血管的走行的心机的里面身上他是有保护而脑子的血管大部分是走行在脑子的表面或者地面的那么它实际上是没有依托的一旦血压高或者是局部膨隆就薄弱点的时候就特别容易破裂引起出血
rumor730,0,正常人群，高危人群还是极高的人群，高危人群和极光沦为人群，它的参考值是不一样的。要让你的医生来帮你做判断具体要不要用药，我们医生来帮您调整。要自个道听途说的胡乱用药。
rumor731,0,我们家小老二上个月在老家得了急性的中耳炎住院住了一周我妈妈都没有告诉我妈妈说他怕我担心其实每一个医务人员的背后都有一个非常理解和支持他的家庭刚才发了一段关于医生诊断思路的一个视频哦，充分地能感觉到他对，我的理解和支持你真的能感受到他们对，我的支持和理解
rumor732,0,预防脑出血，不要让尼古丁肆意的破坏和损伤我们的血管。
rumor733,0,那我就多讲一些关于女性血管健康那些问题与二十五号欧洲心脏学会发布了女性心血管病危险因素的一个共识还有这种的多囊卵巢以及这种的子宫内膜异位症的这类的女性最好评估一下我们心脏的缺血风险你们主要讲一下女性气血以后患心血管病的风险要比正常女性要高一些
rumor734,0,酒精性心脏病引起的心衰这套视频我们讲一下高血压病引起这种心衰其实在我们国家非常常见英文国家很多人对于这种高血压的认识根本的不够好他就认为好学啊现在我们还有阿里之类的降压药来控制好你的血压之后经过知道以后效果很好因为你的血压太高了然后造成你这个心脏越来越大但高薪并有一个很大的特点
rumor735!,1,有点便秘，不能吃益生菌调理。
rumor736,0,在封闭环境下，荔枝容易发酵产生酒精和二氧化碳，人们吃完荔枝后，口腔内会遗留酒精，有可能被测出“酒驾”。不过，吃几颗荔枝所产生的酒精很少，在人体口腔内停留的时间也很短，几分钟后就测不出来了。如果还是担心，那么吃完后不妨用水漱口
rumor737,0,防止粥样硬化疏通血管办法要少吃高油高盐高脂的食物这些食物都会引起动脉粥样硬化要戒烟戒酒，要适当运动，要规律作息，避免熬夜，一旦发现的异常要及时的就医要保持好的情绪坏情绪会引起神经内分泌功能异常也会引起动脉粥样硬化。
rumor738!,1,冠心病不能吃肉。
rumor739!,1,降压药要定期的调换。
rumor740,0,失眠会对于青少年来讲还会影响生长发育。小孩在夜间生长激素分泌比较旺盛，它会生长发育，那么如果长期失眠，那么也会影响生长发育。
rumor741!,1,炒菜时早点放碘盐
rumor742,0,长得胖不等于养得好。在孩子发育过程中，应该合理控制好饮食，身体需要的营养物质供给充足即可，切不可因为过度肥胖而影响其身体健康
rumor743!,1,做手术的时候呢？全麻容易让人变傻。
rumor744!,1,儿童腹泻不应吃东西
rumor745!,1,硬斑块就是安全的。
rumor746,0,网络上所说的“碳水”指的就是“主食”，如，米饭、面点、全谷物、杂豆等。而“碳水化合物”是一种有机化合物，也可以称作“糖类”，是由碳、氢和氧三种元素组成，在自然界存在最多、具有广谱化学结构和生物功能的物质，如，葡萄糖、果糖、蔗糖等。可以说，“主食”主要由“碳水化合物”及其他化学物质构成。生活中提到的“糖”通常是指食用糖，如，葡萄糖、果糖、白砂糖、红糖等，买奶茶时加“几分糖”，一般加的是果糖
rumor747,0,女性查宫颈的tt和scp胃肠镜体检之前大家前三天不要喝酒前一天不要吃太过于油腻的食物体检的当天早晨不吃不喝，要憋住尿
rumor748,0,那么，它的常见的良性肿瘤不积极治疗，里面就是脑组织脑积液的血液，当肿瘤逐渐长大的时候，很有可能会压迫脑组织再次增大。
rumor749,0,味精的主要成分是谷氨酸钠，当谷氨酸钠加热后的确会产生新物质焦谷氨酸钠，但焦谷氨酸钠并不存在致癌的机理，也没有任何毒性，它最大的问题就是没有了鲜味而已
rumor750,0,预防夏季易发胃肠疾病。控制冰冷的饮食或者饮料的量。
rumor751,0,支架不是万能的真正决定你生活质量的是你冠心病的进医生在患者该做的手术有症状了，就会该处理的处理，但是如果没有当中必须处理的程度的就不一定要做。
rumor752!,1,左眼跳财，右眼跳灾，
rumor753,0,动脉瘤检查的金标准有跌，随着数字剪影，血管造影，那么这是一个有创新的小手术，那么它能够非常清晰地显示动脉瘤的位置大小和周围血管的关系。
rumor754,0,眯眼可能是眼睛散光的表现。 眯眼睛通过物理学上的针孔效果和裂隙作用，可以在一定程度上提高视力，因此散光患者看远时常眯眼，戴镜后即能矫正这种不良习惯。 需要说明的是，眯眼并非散光眼固有的表现，它也同样会发生在近视患者身上
rumor755,0,改善打呼噜需要减肥在你减重以后你的这个气道梗阻会得到一个明显的改善很重要目前临床来讲最为行之有效而最简单的方法只佩戴呼吸机就这么一个小东西往鼻子上一套而睡觉中同样一套啊，通过这个管路还有这么一个小机器就可以很大程度上缓解你睡眠呼吸暂停的这个问题所以大家在面对疾病的诊断和治疗的时候他一定要充分的了解他你可能就不会那么紧张和害怕大家要重视睡眠防止呼吸暂停
rumor756,0,到目前为止，是没有药物可以去治愈畸形的药物只适合，比如说有头痛啊，有癫痫的这些症状能够控制这种畸形引起的癫痫的症状，但是对畸形本身是没有治疗作用的，那对于那些药物控制不了的癫痫的可得把畸形切除了。
rumor757,0,黄曲霉毒素的毒性的确很强，摄入一定的量确实可能造成肝损伤，但肉类并不是容易被黄曲霉污染的食物。日常使用绞肉机只要注意卫生操作，并不会有安全问题
rumor758,0,然后下面就是论坛上都会有很多在下面说说他就一个生存者效应中呢？就是在二战期间美军飞出一个飞机然后他们回来进行计算然后发现这个飞机在哪些部位重大的众多然后糖胶针对这个中弹部位多的用推不出来钢板的厚度就是为了提高这个飞机的防护然后让飞机有更好的作战能力这就是一个特别典型的一个生存者效应
rumor759,0,趁热吃呢，也要有一定的限度，如果食物的温度超过了六十五度，会损伤我们的食道增加食道癌的风险。
rumor760,0,秋葵只是一种普通的蔬菜而已，不能指望吃它就能降血糖了。不过，秋葵中含有的膳食纤维有助于调节肠道对糖的吸收速率，可辅助控制血糖水平，对预防糖尿病以及相关的肾脏疾病有一定的帮助
rumor761,0,米酵菌酸是由椰毒假单胞菌酵米面亚种在特定温度和生长条件下才会产生的小分子毒性代谢产物。家庭泡发谷物自发酵食品、变质鲜银耳和变质薯类食品是容易导致此类中毒的主要食品
rumor762,0,制作腐乳是以毛霉菌为主，也包括少量的经过特定方法严选的酵母菌、曲霉、青霉，但这些都是经过严选的有益食用菌，不会产生毒素
rumor763,0,科学家通过大量实验发现，虾蟹等海鲜中含有的砷并不多，每公斤虾中含五氧化二砷的含量不超过。 5mg。而致人中毒的砒霜（三氧化二砷）剂量是50mg，根据转换系数计算，假如虾中含有的砷达到最高限量。 kg，并且有足够的维生素C与之反应，一个人至少需要吃40千克的虾，才能达到中毒剂量。无论是中医理论，还是现代医学理论中都没有“食物相克”这一说法
rumor764,0,保健品说白了，它还是一个食品，所以它不能代替药物。
rumor765!,1,输液能够疏通血管。
rumor766,0,偶尔尝试代糖食品或饮料是安全的，但代糖并不等于无糖，不能毫无节制地敞开食用
rumor767,0,低温并非是关节炎的唯一诱因，但身体局部长期处于相对的低温环境，确实会诱发骨关节炎、非冻结性冻伤等一系列健康问题
rumor768,0,要深呼吸能舒服，那么第一种就是深呼吸方法，有深呼吸动作，然后特别喜欢常深呼吸在你深呼吸的时候。
rumor769,0,吃比较精细的东西最容易缺乏的就是维生素b族，它会对消化神经系统都会有一定的影响。
rumor770!,1,用力地咳嗽，捶打胸口，深蹲起这些剧烈的运动来，可以冲开你堵住的血管。
rumor771,0,健康长寿以下这几不贪酒，不贪婪汤肉肉类中有很丰富的脂肪吃得过多会引起高脂血症，会引起动脉粥样硬化，高血压，糖尿病，不贪玩熬夜。
rumor772,0,肠道癌症的演变过程往往需要十年到十五年的时间。
rumor773!,1,洗衣液加84能增强消毒效果
rumor774!,1,酒后头痛，来片止痛片
rumor775,0,只要符合标准规定的食品添加剂，使用都是按照标准的使用范围和使用量，食品添加剂都是安全的
rumor776,0,盲目跟风撞树导致身体严重受伤的案例不在少数，如视网膜意外脱落、背部血管破裂引发血栓等等。许多人选择撞树是因为腰背疼痛，但腰背疼痛的原因有很多种，如果是心梗、胆结石等疾病导致的疼痛，撞树并不能缓解疼痛。另外，老年人普遍存在骨质疏松，撞树可能导致骨折，更是不可取的
rumor777,0,判断是否有脑出血，脑出血多数人是没有预兆的脑出血发作前都是血压，血糖，血脂没控制好脑出血一旦发生就会出现血高压的症状头痛，剧烈的头痛，呕吐，喷射性的呕吐一侧肢体的扁摊货的是麻木当这个出血量大的时候，有的病人就会很快竟昏迷
rumor778,0,要警惕器质性的脑血管疾病比如说脑动脉瘤，脑血管畸形高血压这是导致脑出血的首要的危险因素特别是有高血压家族史的病人不良的生活习惯有可能会对脑血管造成损害比如说吸烟，长期的熬夜，几次疲劳，情绪激动也会引起血压的波动引起出血如果发现患有脑血管疾病应该及时的进行治疗来预防脑出血的发生
rumor779!,1,生小病吃药，生大病打针，这事日常生活中常见的事情，有的时候病情比较急，医院的医生就会连续给患者打好几瓶药水。有人认为，输液让体内进入那么多水，会导致“湿气重”。这是真的吗
rumor780!,1,喝可乐能解酒
rumor781,0,讲吃蔬菜和水果对我们健康的非常好的一个影响啊。但是这你们不爱听内容也得讲啊，常好，大家要了解，适当地增加我们蔬菜和水果的摄入量可以降低你心血管士兵事件的发生风险可以降低的全因。我吃了什么药好呢？
rumor782,0,白蚁可不是白色的蚂蚁
rumor783,0,接触海水和污水就可能造成感染。不过，坏死性筋膜炎是指皮下深层软组织的严重感染，常伴有中毒性休克，主要发生在存在免疫功能低下或存在慢性健康问题的人群之中，比如糖尿病、酗酒、恶性肿瘤等。对于不存在以上情况的人士，如果伤口不存在严重污染且正确处理，发生坏死性筋膜炎的风险极低
rumor784,0,磁共振其实和辐射毫无关系，它是利用人体水分中的氢质子来成像，完全不存在核辐射现象及放射性物质，也完全没有电离辐射。人们可以放心地去检查
rumor785,0,减少胃酸反流，碳酸饮料，浓茶，咖啡摄入容易诱发反流
rumor786,0,绝大多数肾结石并不会有肾绞痛，但不痛不代表完全不需要治疗。如果因肾结石导致输尿管长时间梗阻，同时反复感染，对肾功能造成很大伤害，等发现的时候肾功能可能已严重受损了
rumor787,0,我们心肌细胞缺血最主要的感觉，它会是这种的心前区的烦闷。
rumor788,0,从钙元素的含量来看，枸橼酸钙的含钙量虽然稍低，但它的吸收不需要胃酸的帮忙，所以对胃酸减少的患者是比较合适的。很多老年人纠结服用钙片的时间和不良反应，其实不用过于担心，钙片的主要成分是碳酸钙，可能对胃有一些刺激，所以我们建议服用钙片的最好时间是在饭后或者与饭同食，减少对胃的刺激和不良反应。另外，钙片尽量不要空腹服用
rumor789,0,脂肪肝的形成和饮食习惯有关系。
rumor790,0,胃炎的治疗原则是减少诱发的损害因素，同时减少胃酸的释放，保护胃黏膜。
rumor791!,1,高血压，服用降压药有成瘾性，需要定期的更换。
rumor792,0,颈椎保健操，尽量抬高，双肩发酸，保持抱住一倍剂量，头转向一侧，尽量地转向一侧，拉伸时光机保持一对策，保持二十秒。
rumor793,0,蹲下站起来就头晕，其实多数情况下是一种生理现象是因为心脏和血管没跟上体温的种变化引起的，由于我们大蹲位的时候其实相对来讲，心脏供血还比较充足，一旦站起来这个体位改变，那么突然一下，血压在工信部上出现的这种头晕。
rumor794!,1,降压药一定要早上吃。
rumor795,0,我们讲了控制动脉粥样硬化进展，你控制好了，控制好这几类疾病可以管理。好地听着我的视频，这条视频我们来讲一下。
rumor796,0,久坐，打麻将过程中有可能精神紧张，没有足够的饮水，不运动，下肢很容易形成血栓。打完麻将突然一站起来，有可能这些血栓会快速地进入血液循环，堵塞肺动脉，引起肺栓塞。
rumor797,0,运动能够改变血管和肌肉的一些结构促进血液在体内的循环。怎么降低血压？
rumor798,0,如果你经常抽烟喝酒，又有高血压和糖尿病这条视频一定要看一定要警惕颈动脉狭窄什么样的人容易得颈动脉狭窄哪些因素会诱发动脉狭窄如果你已经患了高血压，糖尿病平时血压，血脂又控制不好还抽烟喝酒对其他人来讲你需要更加注意自己的体内动脉的健康如果出现了动脉的狭窄一定要去积极的治疗颈动脉狭窄其实是一个比较常见的疾病疾病的本身并不会危及生命但是它诱发的并发症比如说急性的区域性的最终会导致劳损三会引起我们偏袒三甚至是危及我们生命千万不能放松警惕
rumor799!,1,碳水就是碳水化合物
rumor800,0,我们列出来了以下十一条不合理的膳食因素再给大家讲一下我们的这个膳食对于我们慢性疾病的一些影响根据全球疾病负担研究显示，不合理的膳食是中国人疾病发生和死亡的最主要的因素二零一七年，中国居民有三百一十万的死亡可归因于膳食不合理我们都知道我们相当一部分的中国人的心血管疾病并脑卒中发生糖尿病与膳食有着直接的相关性看看你符合几条刚下手术啊根据我们国家目前的这种饮食状况
rumor801,0,路障等等一系列的表现着一个道众兴衰比较重的时候会出现这种夜间的难以平卧，就白天可能还好但是我真的不希望你们到都到心衰了才来找我这条视频我来讲一下心衰的症状啊，而且前面我们都讲过了，总觉得没劲儿供血跟不上让人汇入胸闷憋，气不，舒服的，感觉尤其是在你活动，以后有些人正常活动，都活动，不，了，而二层楼都爬不，上去了，你要考虑有没有心衰的，问题然后还有特点就是很多西方的，病人会出现浮肿啊，当主要是以下肢水肿为主
rumor802,0,尼古丁是高成瘾性物质尼古丁成瘾性的一个检测亮点，它的成瘾性仅次于海洛因。戒烟之所以难就是因为成瘾性太强，烟草中含有大量的尼古丁。
rumor803!,1,动脉瘤。它是肿瘤。
rumor804,0,艾滋病的传播途径有性传播，母婴传播和血液传播。
rumor805!,1,如果有小虫子飞进了耳朵里，要直接用棉签
rumor806,0,有两种胸痛，背痛基本排除跟心脏的关系啊，第一种疼就是体表的疼，比如说你一按说胸口疼或者用这个胸疼加重基本上跟心脏没太大关系啊，还有那种疼就跟体位相关的，跟体育相关呢，就这一伸胳膊一扭，头后背疼了，我前胸疼了，那基本上也跟心绞，痛扯，不上边儿
rumor807,0,吸烟也是胃癌的危险因素，而在青少年时期开始吸烟的危险性最大。有研究表明，吸烟者的胃癌发病危险性较不吸烟者高
rumor808,0,金针菇原来的确是黄色的，之所以变白了，并不是用甲醛进行漂白的结果。
rumor809,0,大动脉炎的这个病，它会进展得很快，很容易出现狭窄，很容易出现小血管闭塞。
rumor810,0,食用低脂或脱脂牛奶的儿童反而更容易出现肥胖和糖尿病。 全脂乳品对于减肥和减少糖尿病更有利，不但不会升高血胆固醇，还会升高有益的
rumor811!,1,喝骨头汤补钙。
rumor812,0,脑出血一般来讲都是病人都会有头痛，恶心呕吐的症状而且这种症状一般来讲特别的急脑出血的患者往往都是在用力生气或者是血压升高的状态下脑梗塞更多地出现的是面瘫一侧肢体无力和言语不清而脑梗塞其实很多时候是发生在静息状态
rumor813,0,进行白蛋白输注时，患者不能自行调整输注速度。输注速度与白蛋白的浓度以及身体状况具有一定相关性，必须按照医生、护士设定的输注速度使用药品。 输注人群。 患有慢性疾病或特殊情况的人群，需要慎重使用，包括高血压、肺水肿、肾功能不全等。 预防传染病。 使用白蛋白应该加强对传染病的预防。部分不合格的血液制品，可能会导致传染病在输注患者中传播。
rumor814,0,胃炎的治疗原则是针对不同的症状用给相应有胃炎的人。平时要注意饮食和刺激胃肠道。
rumor815,0,抽一根烟大概可以会使我们的心率增快五到二十次血压上升时的二四五毫米汞柱，烟中的主要成分尼古丁，尼古丁会刺激血管收缩，引起血压升高。
rumor816,0,完全没有必要去担心刚蒸（烤）出来的馒头（面包）还在大量产生二氧化碳。换而言之，就算其中含有少量的二氧化碳，也不会对身体造成伤害
rumor817,0,这些大多数都是精制谷物比如说这是我觉得最好理解的一张图我们可以看到全谷物包括什么谷物的和粉层麸皮胚乳以及胚芽这几部分而精制谷物呢，就是讲全谷物和这种精制谷物的区别那我找张图啊，他就叫全麦面粉，但是他说啥属于全谷物食品啊，就是不管你把它通过碾压或者做成什么片儿或宗什么形状你只要原材料它是全谷物的那我看它就属于全谷物食品而并跟他加工是没有任何关系了除非你是把内心我刚说的那些成分都去掉然后只能保刘胚乳到这就属于精制谷物
rumor818,0,吃完饭以后容易犯困是正常的生理现象身体啊主要是靠交感神经系统和副交感神经和迷走神经系统支配着每天清醒睡眠，工作运动时候交感神经系统兴奋，休息，睡眠的时候副交感神经系统兴奋就得到更好的休息吃完饭以后，机体本能地就会出现副交感神经系统的兴奋从而抑制你交感神经系统兴奋你就会觉得还有点儿困
rumor819,0,心绞痛的判断办法还有一部分它不疼，但是会出现胸闷憋气，要及时的到医院看心内科。
rumor820!,1,老年人每年输一两次液能通血管
rumor821,0,心绞，你要尽快到医院来就诊，我们快速地开通血管能保护你很多的存活心肌细胞不让它坏掉，这样的话对你以后的长期预后是有好处的，而当这个新细胞完全坏死之后，你即使这个地方血管完全都堵了，没有血流了，你也不会表现出症状。这是第一个好，理，解
rumor822,0,洋葱和醋都不可能软化血管，我们只能让健康的生活方式去预防血管硬化，而不可能说吃这些食物能让血管软化，红酒能软化血管侵蚀红酒里面的本质就是酒精，酒精这其实会加重动脉的硬化，醋的成分，它是乙酸，也不会软化血管。
rumor823,0,单纯依靠香蕉的直和弯来辨识能不能吃，没有任何科学依据。随着现代化农业技术的推广应用，保鲜剂、食品添加剂、植物生长调节剂，只要是国家相关标准允许使用的，且在规定的用量下，对人体健康是没有危害的
rumor824,0,吃撑了胀，可以通过适当的活动，比如走动，走动，体外按揉下腹部，或者吃一些增加胃肠动力或者消化酶类的药物来增加胃肠的蠕动，希望这样能够快点缓解。
rumor825,0,疾病啊，没那么可怕，科学地去看待否则人生啊，就像是打游戏会遇到各种的怪鱼人，只要一点儿战胜他就没问题了，对不对？大家不用那么悲观，继续加油。
rumor826,0,激素有很好的抗炎抗过敏，n，抗休克免疫的作用。
rumor827,0,高血压的病人患心梗的概率要比血压正常的人要高得多。
rumor828!,1,身体不舒服了，在家挺着，怕麻烦。
rumor829,0,失眠对身体会诱发心脑血管疾病，失眠会引起血压升高。
rumor830,0,缺钙的人发生肾结石的概率是正常人的6倍。人每天从食物中摄入大量草酸，如果一部分草酸和肠道中充足的钙结合，经肠道排泄，则血液中草酸浓度下降，不容易在肾脏内产生高浓度草酸，否则就会极易产生草酸钙结晶析出形成肾结石
rumor831!,1,冬天到来，人体囤积脂肪可抗寒
rumor832,0,目前没有确凿证据表明，喝硬水会导致结石或其他健康问题。相反，如果水喝得少了，人体泌尿系统出现结石的可能性会更高
rumor833,0,这段视频所演示的画面，更像是输尿管和肾结石的粉碎清除，不可能是心脏血管内硬斑块的清除过程
rumor834,0,腔隙性脑梗塞恢复时间其实是因人而议，因病情而议的大多数患者很快就能够恢复正常在没有察觉的过程中检查发现的那个对一些重要部位的强制性的有了症状可能需要两到三个月的时间来恢复这个时候一定要坚持吃药，饮食要保持一个相对清淡的饮食可能才有利于病人的恢复
rumor835,0,喝牛奶与癌症的关系尚无一致结论。 而且在亚洲人群中的部分研究表明。 乳制品摄入与乳腺癌风险降低相关
rumor836,0,鱼都没有办法把真菌吃掉，“治愈脚气”是不可能的。目前为止，也没有明确的研究可以证实鱼疗对治疗真菌感染有效
rumor837,0,剧烈的体育运动一些球队投的这种碰撞一般来讲是不太会引起脑挫裂伤脑震荡
rumor838,0,米饭作为主食之一，其主要成分是淀粉，它会在人体内最终分解为葡萄糖，是最主要的供能物质，也是保证大脑运转的唯一能量来源。如果长时间不吃主食，轻者会造成代谢紊乱，严重的甚至会影响大脑的功能
rumor839,0,不一定所有的胸闷都是冠心病，但凡是老觉得胸闷不舒服，睡不着觉，不一定与心脏有关系，女性绝经之前有雌激素保护心脏血管出问题的可能性非常非常小。
rumor840,0,脑血管疾病一般会有头痛里面具有溶栓治疗还有微创手术治疗包括动脉瘤和取栓治疗医生会根据患者的病情选择合适的治疗方式脑血管病治疗要尽量减少油炸和高热量食物少吃高脂肪高糖的食物一定要每年按时体检缺血性脑血管病的就是主要表现为偏瘫失语和运动难还有一部分病人会出现剧烈的眩晕那么都可能会引起急性和慢性的脑血管疾病的发作
rumor841,0,睡不着觉那我得选多少都会受到些影响对不断对我们普通老百姓来讲最简单的弄个血压计家里自个儿测一测然后长期的高那他就是高血压对不断还是家庭自测血压我觉得更有参考价值因为它更能反映你在一天中这个最真实的状况六万个为什么说那个动态血压二，小动态血压也存在一些问题我都跟他说说我带过两次动态血压那十五分钟测一次因为很多人会存在若白大衣高血压让搬运矿石中凭啥都不，就是因为高不，高
rumor842,0,预防脑出血要严格控制血压有高血压的病人一般来讲是要求终身服药的控制三高不要有高血糖，尽量不要有高血压，抽烟喝酒都会引起动脉粥样硬化引起血管脆性的增加有一些药物，比如说抗血小板药物和抗凝药物也可能会引起脑出血
rumor843!,1,黄桃罐头这么一大瓶保质期很长的“甜水”，一定少不了防腐剂
rumor844,0,大量食用大蒜或能降低胃癌、食管癌、结直肠癌等胃肠道恶性肿瘤的发生率。但上述研究的准确性和真实性，还有待进一步确认。若为这可能的好处而大量吃腊八蒜，则会因摄入较多醋酸刺激、损伤食道，反而得不偿失。 吃腊八蒜能软化血管的说法也非常可疑。“进入食道的腊八蒜，并不会与血管产生任何实质性接触，更起不到软化血管和降血脂的作用。”阮光锋解释道，“腊八蒜通过消化道进入人体，醋酸进入小肠被碱性消化液中和，最终被吸收进血液的醋酸非常少，而且很快就会被肝脏代谢掉。 阮光锋建议，不要太迷信腊八蒜的保健功效，更别指望它能防癌或软化血管，把它当作一种节日美食，偶尔吃吃就好
rumor845,0,脑动脉狭窄是不容易治疗，好的，影响血流的时候，通过控制危险因素，高血压，糖尿病，高血脂改变，不良的生活习惯是能够让中动脉狭窄不再发展的。对于那些特别重的动脉粥样硬化引起的血管狭窄可能是需要球囊扩张和支架植入的。
rumor846,0,疼痛有可能是身体正在给你发出预警信号，建议及时到医院检查治疗
rumor847!,1,水果当饭吃，饱腹又减肥
rumor848,0,诊断糖尿病就是你的空腹血糖大于七号，餐后两小时血糖大于是十一，还有就是，如果你查了这个糖化血红蛋白和大于六点五。
rumor849,0,冠心病的病人长期服药中抗血小板药物的一个科普那么这条视频我们来讲一下长期用药中一个很重要的要叫白的受体阻断剂如听不懂让别的阻断剂。
rumor850,0,五月三十一号，今天是世界戒烟日。
rumor851,0,恶化劳列心绞痛，也就说你以前有过心绞痛发作，但是能一直都比较稳定而你只要休息下，马上能过来而发作的并不频繁而近期这种夜间疼的心绞痛，左肩背部疼，也就说什么才是真正的心梗的前兆了我们大概分成这几种类型。第一种类型叫做
rumor852!,1,草莓是“百毒之首”的水果
rumor853,0,其实并不是因为你放了支架要长期吃药，而是因为作为冠心病二级预防来讲，是冠心病需要要长期吃药。
rumor854,0,正规生产的冷冻肉经过严格的标准和生产程序，安全有保证。其解冻后，除了营养成分会有少许损失，其他食用品质几乎没有影响
rumor855,0,科学治疗慢性便秘，便秘的方法是每天保证三十到六十分钟的运动，每周至少两次良好的排便习惯。
rumor856,0,抖腿其实是一个很小的神经网络控制的一个行动都腿，他开始可能是不经意的，但是当他成为一个习惯经常抖的时候，那么就会让这个神经网络得到不断的强化成为一种习惯。
rumor857,0,常规的血液透析多用于排出体内多余的水分和小分子代谢废物，没法去除脂蛋白。
rumor858,0,微波炉加热食物本来不会产生致癌物，但是如果盛装的容器不合格，就很有可能产生致癌物。但是把“盛装的不合格容器”或者“非正规厂家生产的不合格微波炉”对健康产生不利影响都归咎于微波炉本身，对于正规生产微波炉厂商是不公平的，也是无理的
rumor859!,1,糯米做的食品都不好消化
rumor860,0,恶性肿瘤，它并不需要开颅手术，比如说恶性淋巴瘤，颅内的淋巴瘤身上是来源于血液系统的见肿瘤如果不加以治疗，生存期一般都小于六个月。这种恶性肿瘤跟胶质瘤跟转业而然很像，但是它的治疗原则是完全不同的。
rumor861,0,大便潜血试验其实是我们大肠癌筛查的一种常用的检查方法。
rumor862!,1,溺水之后能采用倒挂急救的办法去施救。
rumor863,0,目前来讲，全世界基本上心衰最主要的原因，第一个人就是高血压，第二个原因就是酒精性心脏病，第三个原因叫缺血性脑病，这是我们最常见的导致心衰的原因。
rumor864,0,门诊经常会遇到说大夫有心绞痛能怎么疼啊？我爸教我们心绞痛，心肌缺血，心肌细胞是对于这种缺血缺氧造成的疼痛会比较敏感，他就不觉得疼。你有他会觉得疼，它会比较敏感。
rumor865,0,预防脑出血要严格控制血压有高血压的病人一般来讲是要求终身服药的控制三高不要有高血糖，尽量不要有高血压，抽烟喝酒都会引起动脉粥样硬化引起血管脆性的增加有一些药物，比如说抗血小板药物和抗凝药物也可能会引起脑出血
rumor866!,1,脑瘤需要放化疗。
rumor867!,1,患者放了支架活不了几年的什么支架放完之后就害死人
rumor868!,1,只要有云就能人工增雨
rumor869,0,脑出血患者出血后多久能醒取决于出血的部位出血的量和出血的速度如果是在脑干丘脑这样重要位置的出血一般患者昏迷会非常的长甚至会成为植物人但是如果一些比较浅表的出血量也不大的脑出血那么患者的手短时间内两个星期可能就能够恢复神志了
rumor870,0,架手术后运动有些胸闷不适为由，有症状了，然后停下来，明天我再加大量，是不可以的，要逐步地把这个运动量加上去。
rumor871,0,我觉得我吃得更好，只是因为很多时候大家不知道该怎么吃了。你现在吃的是更好了还是更差了？现在吃得更多，一定是更新鲜更好。
rumor872,0,对胃肠有好处。要三餐定时定量，不要过饱，不要过热，细嚼慢咽，还要食物温和适中和能保持心情平和，作息要规律。
rumor873!,1,吃苦胆可清热解毒降低血糖
rumor874,0,胃食管反流病用制备与制剂，进行药物治疗。
rumor875,0,幽门螺杆菌是一级致癌物，而且会导致腹痛呕吐，食欲不振，消化不良等患者一直不治疗可能会引起更重要的疾病，比如胃炎，胃溃疡，甚至胃癌。
rumor876,0,其实风湿病是一组以侵犯关节、骨骼、肌肉等多种结缔组织为主的疾病，与人体的免疫系统息息相关。 大家熟悉的风湿性关节炎和类风湿关节炎都属于风湿病。但这两种疾病的病因却并不是天气，而是机体的免疫系统出了问题
rumor877,0,酒量与体内的乙醛脱氢酶的活性有关，不可以练出来。
rumor878!,1,胆红素偏高就是肝有问题
rumor879!,1,孕妇不能吃海鲜，特别是螃蟹、甲鱼会导致流产
rumor880!,1,睡硬板床可以帮助减轻腰痛
